male,4th,positive,慶應義塾大学湘南藤沢キャンパス（SFC）はとても広々としたキャンパスです。また、SFCはとてもゆったりとしたキャンパスでもあります。さらにSFCはとても広々としたキャンパスだと思います。SFCはとても自然豊かでとても素晴らしいです。SFCは、とにかく緑に溢れているキャンパスであります。
male,1st,negative,SFCが総合大学たる所以が揺らいでいるように思う。近年のインターネットやSNSの発展による人と人とのダイナミックな繋がりは、総合大学の持つ多様性から生まれるコラボレーションというものに対抗しうるものになったように思うのだ。果たして専門性の高いSFCは現在のあり方に意味が見出せるのだろうか。
male,4th,positive,周りが自然に囲まれている点が良いと思う。現代社会はＩＴ社会でありストレス社会でもある為、リラックスできる環境というのは心身のバランスを取りやすいという点で評価されうる。一般に人間は大自然に囲まれると心身が開放的になり前向きになる傾向があると言われるので、行動力が上がるという意味でも良いと思われる。
male,1st,negative,実践重視で尖り気味なカリキュラムは、大学生の習得すべき基本的知識の不足を招く事も有る。また、高校迄の受験勉強とは異なる方式の授業が多い為、抵抗感を覚える学生も多い。特に必修科目のデータサイエンスには、受験科目に数学選択が必須で無い事も有ってか苦戦する学生は多く、単位を落とす事による原級は後を絶たない。
male,3rd,positive,必修科目がほとんどないので授業の履修の自由度がとても高く、また、授業の種類も多いので、自分の好きな授業を、好きなように取れるところ。生徒の自主性を重んじるSFCのカリキュラムと、多種多様な分野が幅広く網羅されている授業のラインナップは、SFCの魅力の一つである。
female,1st,negative,気候や風の向きによって流れてくる、豚や牛のような獣の匂いが時々とても辛いです。雨が降った後は匂いがすよくなるなどとも言われていますが、ひどいときには教室の中にいても感じられるほどです。近くに牛舎があるのだと思いますが、実際には見えないので、正体がわからないというのもなんだか嫌です。
male,3rd,positive,メディアセンターや特別教室にはたくさんのパソコンが設置してあり、勉強しやすい環境が整っている。残留することができるので深夜まで作業することができる。高機能な機器を無料で借りることもでき、特別な環境が整っている。キャンパス内にはWifiが飛んでいるためどこでもインターネットが使える。
male,1st,negative,SFCの近くに位置する養豚場があることが原因となり、SFCが異臭で包まれることが頻繁にある。また、風向きによっては、多くの人の不快感の原因になることがもっぱらで、学生の勉強に支障をきたすことが多い。また、建物の中の部屋の中まで異臭が漂うほど、異臭が強いときもある。
male,2nd,positive,3Dプリンタなどの先端的な設備を有しており、さらに多くの場合それが一般的な学生に対しても開かれている。使用の敷居も大変低い。自分の専門の分野について深く研究をするだけではなく、そのような広い見識を得るための施設が整い、また大学の精神としてもそれを推奨している。
male,1st,negative,一部の生徒は何の専門性も無いまま卒業してしまう。この現象の原因はコースワーク的な強制受講授業がほとんど存在しない事である。通常の大学ならば、目的や意欲をもって学習に打ち込んでいなくても、最低限卒業するまでに身につく専門性が存在するが、SFCには残念ながら、それが無い。
male,3rd,positive,ネガティブにもなり得る点だが、慶應義塾の力が根強く活きている。体育会の学生も含め、幅広い層をこのキャンパスに呼び込むことに一役買っており、SFCが単体の学校法人だったらおそらく今頃は全入時代に突入していただろう。かといって、早稲田所沢のように体育会の受け皿のようになっていない点も評価できる。
female,3rd,negative,主要な大学や慶応義塾大学の他のキャンパスが東京や横浜などの都会にあるのに対し、神奈川県の田舎にある駅からさらにバスで遠く言ったところにキャンパスが所在しているため、交通費や通学時間がかかり、時間や体力面、金銭面など多くの面から学生を圧迫してしまっていることがある。
male,2nd,positive,長所の三つ目は、自然が豊かなことである。緑色が豊かであることにより、自然環境や生命系の実験データを収集しやすい。なぜなら、大学の植物や動物の自然環境を研究対象とすることができるからである。また、緑色にリラックス効果があるのは有名な話である。学生たちはキャンパスの自然を見ることで気分転換をできる。
male,2nd,negative,Apple製品の使用率が日本社会の比率と大きく違っており、ファイルの送受信をして中身を確認した際に位置ずれや違う色合いに見えることがある。Apple製品ユーザーはWindowsの設定がわからず、Windows製品ユーザーはAppleの設定を知らないため、授業進行に大きな影響を与えることがある。
male,1st,positive,キャンパスの環境が優れている。具体的には学生の数に比して、キャンパスが広く、各施設が充実していることがあげられる。これによって、各施設が過剰に混雑することがない。また、欧米のリサーチユニバーシティの様に、緑や湖が多い景観を誇っており、滞在しているだけでストレスが軽減される。
male,1st,negative,バスが混み過ぎます。特に中高生の通学時間や帰宅時間と重なると、ツインライナーバスを見逃さなければならないほどの長蛇の列になるのは困ります。SFCの生徒以外の利用者も困っていらっしゃると思います。朝の混雑時にバスの改札をわざわざ用意するくらいなら、通学専用バスを作るなどしてほしいです。
male,3rd,positive,鴨池があり、天気のいい日には空き時間を芝生の上で寝て過ごすという海外の学園ドラマのような経験ができる。鴨池の周りで時間をつぶすことを「鴨る」という表し方をする学生も多くいるほど、SFC生の心のよりどころになっている。鴨池はSFCのシンボルともいえる存在だといっても過言ではないのである。
male,2nd,negative,せっかく慶應義塾大学なのに、SFCには慶応感が全く出ていないという点。SFC自体が慶応の古い歴史と比べると新しいものなので、歴史などのことを求めることはできないが、その他の点で、もっと慶応らしいところがあっても良いと思う。日吉や三田に負けないもっと大きな規模の学校にしたい。
male,4th,positive,SFCという名前だ。自らを慶應義塾大学の総合政策学部・環境情報学部の学生だと呼ぶのではなく、SFC生と呼ぶことにより「先進的」で「問題発見型の人材」である自分を意識できる。また、SFCというアルファベットで呼ぶことで、グローバル化に積極的に取り組んでいるという印象を持つことが出来る。
male,1st,negative,他のキャンパスから距離が離れているため、参加する資格はあるものの、日吉などのサークルに参加しにくいので、他学部と交流することがとても少なく、他の塾生の友だちがあまりできない。これが原因か、なにかしらのイベントなどで他の塾生と有ってもなにか話があわないことが頻繁にある。
male,3rd,positive,キャンパスに通っている学生の人としての幅が広く、様々なタイプの人と交流できる。ザ・SFCなパソコンを使うことにおいて最強な学生から、ただただ楽に単位を獲得する方法しか考えていない学生まで、どんな系統の人でも見つけられる気がする。４年間通うだけで見聞をかなり広げることができるキャンパスである。
male,3rd,negative,駅からの距離が遠いため、バスを利用する必要がある。バス以外の移動手段もあるが、雨天時にはバスを利用することが一般的である。バスは中高の学生も利用するため、時間帯によっては長い行列ができることもしばしばある。大学の前に駅ができるという噂もあるが、いつ実現するかは分からない。
male,2nd,positive,寝られる。オンライン残留申請をすれば、特別教室や研究室で一夜を明かすことができる。研究室には布団があったり、寝袋があったりする。夜は８時まで、朝は８時半から、シャワーを浴びることができる。自宅への行きかえりの時間が短縮されるため、研究に打ち込んだり、睡眠時間を確保したりしやすい。
male,4th,negative,学校の場所が神奈川県藤沢市という東京からとても離れたところにあるため、都心から電車で最寄りの駅まで1時間近くかかり、また最寄り駅からも離れたところにあるためバスで30分近くかかり、そのバスが非常に混雑するということから神奈川県民以外にはとても通い辛いということ。
male,3rd,positive,SFCでは無線の通信環境が整っているので、中心から外れた場所にある一部の施設を除いて、息を吸うかのごとくインターネットにアクセスできる。また、いたるところに充電用のコンセントがあるので、一日中パソコンを酷使していても充電切れになる恐れがなく、安心して作業に没頭できる。
male,3rd,negative,いうまでもなく、立地が悲惨である。新キャンパスの候補地として横浜市内の土地なども上がっていたというが、駅からの距離も、都心からの距離も恵まれない藤沢市遠藤地区は、周辺農家の悪臭問題を行政が改善する素振りすら見せない、いわば捨てられた地域である。これは学生教職員その他誰にとってもメリットにならない。
male,2nd,positive,研究面。自分はAO入試でバイオ系志望で入学しました。入学するとすぐに研究室に所属し、すぐに実験やサーベイを始めました。学年関係なくやりたいことがすぐにできる。それこそが本来のSFCの考え方であり、とてもすばらしい考え方だと思いました。また、設備や機器が充実しており、とても研究しやすい環境である。
male,3rd,negative,SFCでは自分の好きな通りに時間割を組めるが、逆に言うとやりたいことが決まっていないと広く浅く勉強しただけで卒業を迎えてしまう。広く分野をまたいだ授業を選択できる代わりに一つのことに深く触れるには自分で動く必要がある。また、新しいキャンパスの割に施設はそんなに綺麗というわけではない。
male,1st,positive,キャンパス内に足を伸ばして寝転がれる芝生があるのはSFCが慶應唯一ではないだろうか。晴れた日は鴨池で昼食を取っても次の授業まで昼寝をしてもいい。芝生以外にもキャンパスのいたるところに緑があり、キャンパスを散歩するだけで非常に気持ち良い。校舎が低いため空を見たときに障害物がないのも良い。
male,4th,negative,慶應義塾大学湘南藤沢キャンパス（SFC）は、周囲に鉄道などの公共交通が無く、バスや自動車、タクシーなどに乗らないとキャンパスに到達することができません。そのため、SFCに行くのには余計な時間が必要となり、全てのSFC生の時間を奪っている深刻な問題となっております。
male,1st,positive,藤沢・湘南台のエリアは豊かな自然環境を持っている。多様な動植物が生息しており、観察対象には事欠かない。都心では中々見る事の出来ない生物も居る。キャンパスは建物を密集させず余裕を持って設計されているので、内部の至る所でその豊かな自然を体感する事が出来る。また、幹線道路や工場も少ないので、空気も比較的澄んでいる。
male,2nd,negative,教室を移動するときには館が変わればほぼ必ず外に出ることになる。特に雨が降っている場合、傘を差したりいちいちしなければならないので面倒くさい。床を舗装しすぎたため水がたまることが多く、水たまりを避けて通れないこともある。また館から館までの距離が長くより雨に濡れることがある
male,1st,positive,語学の授業が充実している。SFCの語学は「言語コミュニケーション科目」と呼ばれ、インテンシブ科目では「第二外国語」の範疇にとどまらないような集中的な外国語の授業を受けることができる。言語の種類も多様で、他の大学ではなかなか見られないアラビア語やインドネシア語を学習することも可能だ。
male,2nd,negative,学費が高い。設備維持費が１年で２７万円もかかっている。４年間で１００万円以上だ。確かにコンピュータやＡＶ機器は充実しているが、無駄に見えるものも多い。毎年、最新の３Ｄプリンタやレーザーカッター、ミシンなどが導入されるが、ほとんどの人は使っていない。毎月２万円分の恩恵を受けるのは難しい。
male,1st,positive,定番とされるカリキュラムに捕らわれない、独特の授業スタイルを持っている。一般の大学に比較して実習授業が多く、授業内での学生間のコミュニケーションの場は多い。また、学年での履修科目の制限は非常に少なく、幅広い学年の学生が同じ場で取り組む事で、多様な意見が生まれる土壌を形成していると言える。
male,1st,negative,同じことを勉強している人が少ない。学べる分野の多さはSFCのもっとも誇るべき要素の一つだが、裏を返せば、ひとつの分野に取り組む学生や教員の人数は少ない。したがって、学習や研究で行き詰まっても、頼れるのは、研究会の教員や学生、同じ授業を履修している学生と、最終的には自分のみである。
male,2nd,positive,SFCは日本にある他大学と比べ、授業の本質は文系、理系にとらわれない広い視野をもつ教育をしているところがよい。自分はバイオ系の研究室に所属し、実験などを日々行っているが、授業では、ものづくり、経済、企業などの授業をとることで、医療のあり方や、自分が商品化を目指す医薬などの扱い方を知ることができる。
male,4th,negative,PCの環境が一致していないのが良くないと思う。windowsやmac等様々な機種を生徒が使う為授業でも同じ説明を機種ごとにしなければならないこともあり効率が良くない。アメリカの有名大学などでは仮想環境を構築し皆同じＰＣ環境を実現しているところも少なくないのでそのような点を見習うべきかもしれない。
male,3rd,positive,グループワークの授業が多いところ。グループで何かをすることは、実は一人で同じことをやるのより難しい時がある。人との接しかたや自分のポジションを知っていなとそれは起き、そもそも話し合いに参加できないようなこともあり得る。グループワークはその良い練習になるし、大学で授業で友達ができる貴重な機会である。
male,2nd,negative,SFCは日吉や三田と比べ、都心から離して自然の多い藤沢の山奥にキャンパスを作ったのに、全然その自然がたくさんあるという環境が活かせてないと思う。もっと自然と触れ合ったり、自然が周りにあるからこそできることを学びたいと思っている。そのことで環境問題などへの取り組み方も少しは変わってくると思う。
male,4th,positive,メディアセンターにおいてある図書の種類や属性が、多岐にわたっているということだ。SFCは文理融合、且つ学生によって専攻分野が様々であるため、多くの種類の図書が置いてあるのだろう。結果、三田や日吉の図書館から図書を取り寄せる手間が少なくなり、ほしい本がほしい時に貸出利用ができる。
male,3rd,negative,近隣に酪農をしているところがあるらしく、しばしばあまりよいとは言えない匂いにキャンパスが包まれている。冬の日や雨が降った翌日などは特に匂いがきついときが多く、ときには講義中の教室まで匂いが充満してしまい、講義に集中することができないといったような状況になってしまうこともある。
male,1st,positive,これだけ四季を味わえるキャンパスに生活できることは実に幸せなことだ。春の木々の青々しさや夏のかもいけの心地よさもさることながら、秋の紅葉の時期には筆舌に尽くしがたいほどの美しさとなる。キャンパスがまるで絵画になったような、そんなようにさえ思えてくるのだ。都内の大学にこれを求めるのは酷に違いない。
male,1st,negative,SFCの裏には養豚場があり、また、看護医療学部の裏には、酪農の農家があり（こちらはまだマシであるが）とても匂いがきついです。糞みたいな匂いがします。風向きによっては、教室の中にもかかわらず、牧場の香りが漂ってきたり、メディアセンターの中にいる時でさえも、鼻を覆いたくなる事があります。
male,1st,positive,授業選択の柔軟性が高い。人文科学、社会科学、自然科学、芸術等の幅広い分野を自分の意思で選択し、学習できる。二つの学部が存在するが、どちらの学部に所属していても受講可能な授業にほとんど差が無く、授業選択の柔軟性は学部間でも確保されている。また、特定学年のみ取得可能な授業なども少ない。
male,2nd,negative,周辺にコンビニが１軒しかなく、キャンパスから離れた位置にあるため買いに行くのが億劫になる。生協の開店時間も１０:００から１８:００と短いため、食糧調達ができなくなることが多くなる。日曜はどこもやっていないため、食料を持参してSFCに行かなければならなくなることが多い。
male,1st,positive,特定の分野に特化した先生がたくさんいて、また、その分野で活躍されている先生がたくさんいる。かつ、同じキャンパスに、あらゆる分野の先生がたくさんいる。なので、あらぶる分野を学ぶことができるので、学際的な学びと、特定の分野に特化した学びとを、両立することが可能である。
male,3rd,negative,においの問題は、人によっては非常に深刻である。あの独特な臭いの発生原因は、豚の臭いとも牛の臭いとも言われるが、実際はその両方ある。近隣に牛や豚の畜産農家が多くあり、特に肥料を作る過程などで発生する臭いがSFCに運ばれてくるらしい。特に5、6月が時期的には最も厳しく、新入生にとっては最初の驚きとなる。
male,3rd,positive,かもいけにはかもがたくさんいて癒される。天気がいい日は、かもいけで友達としゃべりながら日光浴ができる。緑が多いので自然に溢れていて過ごしやすく、四季折々の良さがある。早朝はとてものどかで陽の光が気持ちよく、すがすがしい朝をむかえられる。夜も静かで空を見上げれば星をたくさん見ることができる。
male,2nd,negative,夕方になると、肥料なのか知らないが、湘南藤沢キャンパスの空気が非常に臭くなる。養豚場みたいに。学校に着いた朝などは全然匂いがしないが、夕方になると突然やってきて、夜まで匂ってくる。しかも強烈なため、部屋が暑くて開けたくても、その匂いが教室まで入ってきて閉めざるを得ない状況である。
female,3rd,positive,キャンパスの周りを歩くと野生のキジやレッドデータブックに指定されているキンランやフランス料理の高級食材になっているアミガサタケが自生しているほど豊かな自然に囲まれており、現在人が忘れかけている自然の美しさに親しむことができるため、学生のストレスを緩和させたり、豊かな心を育むことができる
male,1st,negative,文理融合のSFCは「自分の受けたい授業が取れるんですよ！！」みたいな事を言っている割に機械判定(？)の履修選抜が多くて本当に受けたくても受ける事が出来ない事が多々ある事。また必修科目なのに履修選抜がある授業も多くあり、もはや運頼みな所もある。春学期と秋学期の授業の偏りも目立つ様に思う。
female,1st,positive,大学を選ぶ際には特に学びたいことが決まっていなかった人でも、入学後から、十分な時間をかけて分野選びをすることができる。2学期制、加えて半学期の授業もあるため、さまざまな授業を取りチャレンジすることができる。皆が違う分野を学んでいるのが当たり前なキャンパスなので、周囲の目を気にする必要もない。
male,3rd,negative,近くにある養豚場からの匂いが臭く、学生にとって非常にストレスとなることがある。夏場は非常に虫が多く、虫が苦手な人にはつらい環境である。ゴキブリが大量に発生し、夏の夜は常に警戒しなければならない。時々キャンパスの上空を軍用機が飛んでいて、授業中の騒音は非常に不快である。
male,3rd,positive,メディアセンターはとても静かで自習用の机の座席数もとても多く、加えて様々な分野に関する本、書籍が揃えられているので自習するのに大変適した環境であるように思う。また、グループワーク用の部屋も用意されており、グループワークなどの活動を学生がとてもしやすいように感じる。
male,1st,negative,大学がこぞって郊外にキャンパスを移転した時期があったが、最近になってまた都心回帰現象が起きている。当たり前なのだ。結局のところ通学の大変さが大きく改善されるわけでもなくむしろ距離が延びる分負担は増加し、落ち着いた良い環境というのは変化のないマンネリの裏返しでもある。これが美点とは言い難いのだ。
male,1st,positive,喫煙所が多い。禁煙万歳の昨今においてSFCは喫煙者のオアシスとなり得る。個人的にはτ館のとなりがひとが少なくていい。部室棟の前もK.O.Eの合唱をBGMに一服できる。一番ひとが多く、おしゃべりもできるのはsubway上だが、あそこは野ざらしで雨の日はもちろん、夏は暑いし冬は寒い。
male,4th,negative,研究会への所属がA・B合わせて１つずつしかできないところだ。SFCは問題発見・解決のプロフェッショナルを育成するための学校であり、そのために文理融合型、且つ多岐にわたる分野の講義が用意されている。自らの興味を掘り下げるためには研究会が重要だが、2つ以上の興味分野を追い求めることが現状は出来ない。
male,1st,positive,都会の喧騒を忘れられる。裏の神社などは風情があってなかなかいい。自転車でちょっと行けば、「本当にここは関東だろうか」というような田園地帯も広がっている。ただしあんまり行き過ぎると道がわからなくなるのでやめたほうがいい。本当にやめたほうがいい。そんなところでケータイの電池が切れたりした日には終わりである。
male,4th,negative,就職支援においてSFC独自で就職支援講演会などの就職支援を行なっているが、そのような支援は多くなく、都心から離れているためか、三田キャンパスなどの他のキャンパスの就職支援講演会などの案内の多くは届かないため、知らずのうちに同じ慶應生であるのに差が生まれていること。
male,3rd,positive,SFCの卒業生には社会で活躍している先輩たちがたくさんいる。自由なカリキュラムの元好きなことを主体的に学び、自分の強みを最大限生かすことで社会にインパクトを与え、貢献している。在学中に起業したり既に有名になっている人も多い。多様なバックグラウンドの人間が集まるSFCは楽しい。
male,3rd,negative,SFCにある学部名が学外の人には認知されにくい。SFCには、総合政策学部、環境情報学部、看護医療学部、及び大学院が設置されているが、総合政策学部と環境情報学部は特にそのイメージが伝わりにくい。大抵の場合、何について学ぶことができる大学なのかを、相手に説明するところから始める必要がある。
male,3rd,positive,SFCには多様な分野の授業や研究会が揃っており、自分の興味関心に合わせて自由に履修することができる。他の学部では入学前から専攻する分野がある程度決定してしまい、途中で変更することは難しい。しかしSFCでは、所属も学年も関係なく自由に道を選べるため、必要な時に必要なことを学べ、とても効率的である。
male,3rd,negative,湘南藤沢キャンパスという名称は誇張表現である、との声も多い。湘南と名がつくため海辺に位置しているかのように思われるが、実際にはどちらかと言うと山の中である。一度もキャンパスに見学に来ないまま入学を決めた場合、登校初日に衝撃の真実を突きつけられ、大いに落胆する可能性が高い。
male,1st,positive,緑が多く、高いビルなども近くにないので写真が撮りやすい。人物を撮る場合も場所を選べば背景を空一色にできる。大学の建物も独特なので、工夫すれば近未来的な世界観を演出できる。ひとが少ないのも撮りやすい理由のひとつである。ゆっくり腰を落ち着けたいならデッサンもオススメである。
female,1st,negative,他学部と比べ取り扱う学問の種類が非常に多く、それが見事に共存しているのだが、その幅広さゆえに、広く浅くになってしまっている。分野にもよるが、専門性を深めようとすると物足りなくなる印象がある。他学部で、その分野ための環境のもとでその分野だけを学んできた人に太刀打ちできるのかという問題がある。
male,4th,positive,必修科目や履修条件となる前提科目が非常に少なく、ひとりひとりの興味と実力に応じた履修計画を組める。一般的な大学では1-2年次の時間割が多くの学生にとって似通ったものとなり、興味のない授業や自分にとって簡単すぎる授業を履修せざるを得ない。SFCではそれらをスキップすることで効率的に長所を伸ばせる。
male,3rd,negative,朝は湘南台のバス停が、帰宅時間はキャンパスのバス停がとても混む。都心から電車で1時間はかかるので、交通の便はいいとは言えない。たまに変な臭いもする。クーラーが効きすぎたり、暖房が全然効かなかったりすることがよくあるのでその時は辛い。キャンパス周辺に遊ぶ場所が少ない。
male,2nd,positive,湘南藤沢キャンパスは、他の三田キャンパスや日吉キャンパスに比べて、緑が多く、建物もびっしりではなく、離れて建てられていて、とても広い。自然で豊かなキャンパスと言える。そして、慶應ニューヨーク学院キャンパスと非常に似ている。藤沢では食堂の近くに鴨池があり、NY高も食堂の近くに池があるのだ。
male,1st,negative,キャンパスへの交通手段が、とにかく限られている。そもそもの立地も湘南台という都市圏とは言いがたい市町村であり、かつ最寄り駅からの距離が遠く、通学が不便である。もっとも普及している最寄り駅、キャンパス間の交通手段としてはバスが存在しているが、台数が少なく、混んでしまう。
male,1st,positive,図書館では3Dプリンタ、レーザーカッター、3Dスキャナー、高性能ビデオカメラ、ハイスペックPC等を利用できモノ作り系の授業も豊富にある。24時間キャンパスな為、好きなことに没頭でき、自分が納得するまで好きなものを作る環境が整っている。生徒も多種多様で、自分の専門以外の知識を身に付けることができる。
male,2nd,negative,短所の二つ目は大学が全体的に専門性が高くないことである。広く浅い生徒は多いが深い知識をもつ生徒は他大学に劣っている。我々学生は自己紹介をする際に、「何を勉強する学部なのか」と質問されることが多くあるが、適切な回答はわからない。SFCといえばコレ！という研究分野があまりないことも深い知識を高い生徒が集まらない理由である。
male,1st,positive,必修科目などの違いはあるものの、環境情報学部・総合政策学部の両学部間の垣根がほぼ無く、それぞれの学生がより多くのジャンルを学ぶことができる。また、二つの学部だけでなく看護学部の生徒も総合政策学部、環境情報学部の授業を取ることが容易になっている。知識を広く深めることができるキャンパスだと言える。
male,2nd,negative,土曜だと生協が昼しか開いてなく、夜になると閉まっていて、ご飯が食べられないのだ。しかも、日曜日や祝日に学校に行くと、生協も食堂も営業さえしてくれないのだ。それでもご飯を食べたい。ではどうするか。一旦坂を下って、コンビニまで歩かなければならない。それがまぁ遠い。ファミリーレストランとかあればいいのに。
female,3rd,positive,留学生や帰国子女、AO入試で入ってきた学生などが他の大学やキャンパスと比較してかなり多いため、学生の多様性があり、様々な考えに触れることができたり、自分とは異なる様々な価値観を受け入れる下地が作られやすいため、これからの国際社会に通用する考え方の人間が育成される
male,1st,negative,最寄り駅である湘南台は3路線通っている割にあまり便利さを感じない事。だいたい他学部の友達と飲みに行くという話になると、渋谷・新宿・横浜あたりになるが、全部地味に遠いのが悲しい。またバスに乗る際、ディズニーランド並みの行列ができ、さらには高校生が割り込んでサラッと抜かして行く事がある。
male,1st,positive,CNSコンサルタントから、メディアセンターが開いている時間はほぼいつでもパソコンを借りられます。学生証さえあれば、大した手続きも必要ありません。以前、プレゼンがある授業の直前に自分のパソコンが動かなくなり、困っていたところ、あっという間に借りることが出来て助かりました。
male,3rd,negative,SFCでは頻繁に不快な臭いを感じることがある。近くにある養豚場が原因らしい。自然が豊かな分ある程度は仕方がないことかもしれないが、結構臭いがキツイ。僻地とdisられるわけだ。交通に関しても電車とバスを乗り継ぐ必要があり通学だけで疲れてしまいがちだ。1限に出れないことがよくある。
male,3rd,positive,キャンパスが多くの緑に囲まれていて広々とした印象を与えるとともに、メディアセンターや教室などでは少し疲れた時やリフレッシュしたい時に窓の外に目をやるだけでその緑の多い景色を見ることができるため、作業や勉強がすごくはかどり勉学に大変適した環境であると感じています。
male,4th,negative,必修科目が少なく、体系的な学習というよりも自分の必要に応じて必要な知識を獲得していく形態のため、中途半端な学生になってしまいやすい。明確にやりたいことがある学生はよいが、そうでない学生は浅く広く触れるだけにとどまる。特にやりたいことがない場合、自発的な学習意欲がわかないので、基礎を学ぶ機会がない。
male,1st,positive,1年生の頃から複数の研究会に所属する事が出来たり、どの学年でも研究会を変える事が出来る事！！入学当初からやりたい事が決まっている人は早い段階から積極的に研究会で活動でき、自分のやりたい事がぼんやりしている人にとっても色々な研究会を通じて自分の興味分野を見つける事が出来る学部だと思います。
male,1st,negative,大学付近に飲食店が少ない。湘南台駅まで行けばそれなりの数の店があるのだが、すべての生徒が湘南台駅を利用しているわけではないし、なおかつ大学からバスで数十分かけないと行けないほど距離が離れているので、後述の昼休みの短さも相まって昼休みにちょっと外に出てランチ、なんてことはまずできない。
male,4th,positive,慶應義塾大学湘南藤沢キャンパス（SFC）は、インターネットの環境がとても良いです。キャンパスのいたるところでインターネットを無線LANで使うことが出来ます。また、学生に割り当てられているCNSアカウントを使うことで、学内の全てのパソコンで同じ環境にアクセスすることができます。
male,4th,negative,入試方式の一つであるAO入試で学問ではない分野での一芸に秀でたジャニーズや女優などの多くの芸能人を合格させてしまったために、SFCに対する大学生や高校生などの学生の中での評判やネット上での評判はもちろんのこと、社会での評判も年々悪くなってきていて、偏差値も下がっていること。
male,1st,positive,樹木が多く、鴨池などといった自然を身近に感じることができる。地元の方が散歩コースにしたりお昼を食べに来ているくらいには、とても過ごしやすく、心地よい景観と雰囲気をしている。春には桜が咲いたり、秋には木々が紅葉したり、とキャンパス内で四季を感じられるのも日本人としてはうれしいところである。
male,1st,negative,交通の便は良いとは言えない。最寄である湘南台駅は急行の停車こそあれ、キャンパスから約四キロ程度離れており、学生の大半はバスか自転車の使用を余儀なくされている。特にバス通学では、付属校学生との利用時間が重複する事もあってか、朝9時と夕方4時頃は非常に混雑し、雨天時には大混乱となる。
male,3rd,positive,SFCは自然豊かでのびのびとした良い雰囲気を醸し出している。例えば、夕方にもなると自然と「芳醇な」香りを堪能することができる。雨が降れば虹が出るし、鴨池を見ると鴨がいる。授業の合間にガリバー池、通称鴨池でくつろぐことをカモると言う。鴨を見ながら芝生に横たわると、とても癒される。
male,3rd,negative,キャンパスが駅から歩くには厳しい場所にあり、バスを利用せざるを得ない。そのため、朝も帰りもバスは異常な混雑となり急いでいるときなどには迷惑極まりない。SFCの嫌なところを学生にアンケートを取れば、この「遠さ」が断トツで１位になることは間違いない。それほどに大きな欠点である。
